company_name_kr,ticker,industry,aliases
대신밸런스제19호스팩,482690,금융,"대신밸런스제19호기업인수목적, Daishin Balance No.19 Special Purpose Acquisition Company"
대신밸류리츠,0030R0,기타금융,"대신밸류리츠위탁관리부동산투자회사보통주, Daishin Value REIT"
대신정보통신,020180,IT 서비스,"대신정보통신, DaishinInformation"
대신증권우,003545,증권,"대신증권1우선주, DaishinSecurities(1P)"
대신증권2우B,003547,증권,"대신증권2우선주(신형), DAISHINSECURITIES(2PB)"
대신증권,003540,증권,"대신증권보통주, DaishinSecurities"
대아티아이,045390,전기·전자,"대아티아이, DAEA TI CO., LTD."
대양금속,009190,금속,"대양금속보통주, DaiyangMetal"
대양전기공업,108380,운송장비·부품,"대양전기공업, DAYANG ELECTRIC CO.,LTD"
대영포장,014160,종이·목재,"대영포장보통주, DaeyoungPackaging"
대우건설,047040,건설,"대우건설보통주, DaewooEngineering&Construction"
대웅,003090,제약,"대웅보통주, Daewoong"
대웅제약,069620,제약,"대웅제약보통주, DAEWOONGPHARMACEUTICAL"
대원,007680,건설,"대원, DAEWON CO., LTD."
대원강업,000430,운송장비·부품,"대원강업보통주, DaewonKangup"
대원미디어,048910,유통,"대원미디어, DAEWON MEDIA CO.,LTD."
대원산업,005710,운송장비·부품,"대원산업, Daewonsanup"
대원전선우,006345,전기·전자,"대원전선1우선주, DaewonCable(1P)"
대원전선,006340,전기·전자,"대원전선보통주, DaewonCable"
대원제약,003220,제약,"대원제약보통주, DaewonPharmaceutical"
대원화성,024890,화학,"대원화성보통주, DaewonChemical"
대유에이텍,002880,운송장비·부품,"대유에이텍, DAYOU AUTOMOTIVE SEAT TECHNOLOGY CO.,LTD"
대정화금,120240,화학,"대정화금, Daejung Chemicals & Metals Co., Ltd."
대주산업,003310,음식료·담배,"대주산업, Daejoo Inc."
대주전자재료,078600,전기·전자,"대주전자재료, Daejoo Electronic Materials Co., Ltd."
대진첨단소재,393970,화학,"대진첨단소재, DAEJIN ADVANCED MATERIALS Inc."
대창단조,015230,운송장비·부품,"대창단조보통주, DaechangForging"
대창,012800,금속,"대창보통주, DAECHANG"
대창솔루션,096350,금속,"대창솔루션, DAECHANG SOLUTION CO.,LTD."
대창스틸,140520,금속,"대창스틸, DaeChang Steel CO., LTD."
대한과학,131220,유통,"대한과학, DAIHAN SCIENTIFIC CO., Ltd"
대한광통신,010170,전기·전자,"대한광통신, TAIHAN Fiberoptics Co.,LTD"
대한뉴팜,054670,제약,"대한뉴팜, Daehan Nupharm"
대한방직,001070,섬유·의류,"대한방직보통주, TaihanTextile"
대한약품,023910,제약,"대한약품공업, DaihanPharmaceutical"
대한유화,006650,화학,"대한유화보통주, KOREA PETRO CHEMICAL IND"
대한전선,001440,전기·전자,"대한전선보통주, Taihan Cable & Solution"
대한제강,084010,금속,"대한제강 보통주, Daehan Steel Co. Ltd."
대한제당우,001795,음식료·담배,"대한제당1우선주, TS(1P)"
대한제당,001790,음식료·담배,"대한제당보통주, TS"
대한제분,001130,음식료·담배,"대한제분보통주, DaehanFlourMill"
대한조선,439260,운송장비·부품,"대한조선보통주, DAEHAN SHIPBUILDING"
대한항공우,003495,운송·창고,"대한항공1우선주, KoreanAirLines(1P)"
대한항공,003490,운송·창고,"대한항공보통주, KoreanAirLines"
대한해운,005880,운송·창고,"대한해운보통주, KoreaLine"
대한화섬,003830,화학,"대한화섬보통주, DaehanSyntheticFibrer"
대현,016090,섬유·의류,"대현보통주, Daehyun"
대호에이엘,069460,금속,"대호에이엘보통주, DAEHOAL"
대호특수강,021040,금속,"대호특수강, dhSteel"
대호특수강우,021045,금속,"대호특수강1우선주, dhSteel(1P)"
대화제약,067080,제약,"대화제약, DAE HWA PHARM CO., LTD"
더테크놀로지,043090,유통,"더 테크놀로지, The Technology"
더네이쳐홀딩스,298540,섬유·의류,"더네이쳐홀딩스, THE NATURE HOLDINGS CO., LTD"
더라미,032860,일반서비스,"더라미, The Lamy"
더본코리아,475560,유통,"더본코리아보통주, The BORN Korea"
더블유게임즈,192080,IT 서비스,"더블유게임즈보통주, DoubleUGames"
더블유씨피,393890,전기·전자,"더블유씨피, W-SCOPE CHUNGJU PLANT CO., LTD."
더블유에스아이,299170,유통,"더블유에스아이, WSI Co., Ltd."
THE E&M,089230,IT 서비스,"더이앤엠, THE E&M Co., Ltd."
더존비즈온,012510,IT 서비스,"더존비즈온보통주, DOUZONE BIZON"
더즌,462860,통신,"더즌, Dozn Inc."
더코디,224060,기계·장비,"더코디, THE CODI"
THE CUBE&,013720,운송장비·부품,"더큐브앤, The Cube&"
덕산네오룩스,213420,전기·전자,"덕산네오룩스, DUK SAN NEOLUX CO.,LTD"
덕산테코피아,317330,화학,"덕산테코피아, Duksan Techopia Co., Ltd."
덕산하이메탈,077360,전기·전자,"덕산하이메탈, DUK SAN HI METAL CO.,LTD."
덕성우,004835,화학,"덕성1우선주, Duksung(1P)"
덕성,004830,화학,"덕성보통주, Duksung"
덕신이피씨,090410,금속,"덕신이피씨, DUKSHINEPC"
덕우전자,263600,전기·전자,"덕우전자, DERKWOO ELECTRONICS CO.,LTD."
데브시스터즈,194480,IT 서비스,"데브시스터즈, Devsisters corporation"
데이원컴퍼니,373160,일반서비스,"데이원컴퍼니, Day1 Company Inc."
데이타솔루션,263800,유통,"데이타솔루션, Datasolution, Inc."
덱스터,206560,오락·문화,"덱스터스튜디오, Dexter studios Co., Ltd."
덴티스,261200,의료·정밀기기,"덴티스, DENTIS CO.,LTD"
덴티움,145720,의료·정밀기기,"덴티움보통주, DENTIUM"
도우인시스,484120,전기·전자,"도우인시스, DOWOOINSYS CO., LTD."
도이치모터스,067990,유통,"도이치모터스, DEUTSCH MOTORS INC."
도화엔지니어링,002150,일반서비스,"도화엔지니어링보통주, DOHWA ENGINEERING"
동구바이오제약,006620,제약,"동구바이오제약, DongKoo Bio & Pharma Co., Ltd."
동국산업,005160,금속,"동국산업, DONGKUK INDUSTRIES COMPANY"
동국생명과학,303810,제약,"동국생명과학, DongKook Life Science Co., Ltd."
동국씨엠,460850,금속,"동국씨엠보통주, DONGKUK COATED METAL"
동국알앤에스,075970,비금속,"동국알앤에스, DONGKUK REFRACTORIES & STEEL CO., LTD."
동국S&C,100130,금속,"동국에스엔씨, DONGKUK STRUCTURES & CONSTRUCTION COMPANY LIMITED"
동국제강,460860,금속,"동국제강보통주, DONGKUK STEEL MILL"
동국제약,086450,제약,"동국제약, DongKook Pharmaceutical Co.,Ltd."
동국홀딩스,001230,기타금융,"동국홀딩스보통주, DONGKUK HOLDINGS"
동방메디컬,240550,의료·정밀기기,"동방메디컬, DongBang Medical Co., Ltd."
동방,004140,운송·창고,"동방보통주, DongbangTransport&Logistics"
동방선기,099410,운송장비·부품,"동방선기, Dongbang Ship Machinery Co., Ltd"
동방아그로,007590,화학,"동방아그로보통주, DongbangAgro"
동부건설우,005965,건설,"동부건설1우선주, Dongbu(1P)"
동부건설,005960,건설,"동부건설보통주, Dongbu Corporation"
동서,026960,유통,"동서보통주, DONGSUH"
동성제약,002210,제약,"동성제약보통주, DongsungPharmaceutical"
동성케미컬,102260,화학,"동성케미컬보통주, DONGSUNG CHEMICAL Co., Ltd."
동성화인텍,033500,화학,"동성화인텍, DONGSUNG FINETEC CO., Ltd"
동신건설,025950,건설,"동신건설, DongshinEngineering&Construction"
동아쏘시오홀딩스,000640,기타금융,"동아쏘시오홀딩스보통주, Dong-A Socio Holdings"
동아에스티,170900,제약,"동아에스티보통주, Donga ST"
동아엘텍,088130,기계·장비,"동아엘텍, DONG A ELTEK Co., Ltd"
동아지질,028100,건설,"동아지질보통주, Dong-Ah Geological Engineering Company"
동아화성,041930,화학,"동아화성, DONG-A HWA SUNG CO.,LTD"
동양우,001525,비금속,"동양1우선주, TONGYANG(1P)"
동양2우B,001527,비금속,"동양2우선주(신형), TONGYANG(2PB)"
동양고속,084670,운송·창고,"동양고속보통주, DONGYANG EXPRESS CORP."
동양,001520,비금속,"동양보통주, TONGYANG"
동양생명,082640,보험,"동양생명보험보통주, TONGYANG LIFE INSURANCE"
동양에스텍,060380,금속,"동양에스텍, Dongyang S·TEC Co., Ltd."
동양이엔피,079960,전기·전자,"동양이엔피, DONGYANG E&P INC."
동양파일,228340,비금속,"동양파일, TONGYANG PILE, Inc."
동우팜투테이블,088910,음식료·담배,"동우팜투테이블, DONGWOO FARM TO TABLE CO., LTD"
동운아나텍,094170,전기·전자,"동운아나텍, DONGWOON ANATECH CO.,LTD."
동원개발,013120,건설,"동원개발, DongwonDevelopment"
동원금속,018500,운송장비·부품,"동원금속보통주, DONGWON METAL"
동원산업,006040,기타금융,"동원산업보통주, DongwonIndustries"
동원수산,030720,"농업, 임업 및 어업","동원수산보통주, DongwonFisheries"
동원시스템즈우,014825,화학,"동원시스템즈1우선주, Dongwon Systems Corporation(1P)"
동원시스템즈,014820,화학,"동원시스템즈보통주, Dongwon Systems Corporation"
동인기연,111380,섬유·의류,"동인기연보통주, DONG IN ENTECH"
동일고무벨트,163560,화학,"동일고무벨트보통주, DRB Industrial"
동일금속,109860,금속,"동일금속, DONGIL METAL CO., LTD."
동일기연,032960,전기·전자,"동일기연, DongilTechnology"
동일산업,004890,금속,"동일산업보통주, DONGILINDUSTRIESCO.,LTD"
동일스틸럭스,023790,금속,"동일스틸럭스, DONGIL STEELUX"
동일제강,002690,금속,"동일제강보통주, DONG IL STEEL MFG CO., LTD"
동진쎄미켐,005290,화학,"동진쎄미켐, DONGJIN SEMICHEM CO., LTD."
동화기업,025900,종이·목재,"동화기업, DONGWHA ENTERPRISE CO., LTD."
동화약품,000020,제약,"동화약품보통주, DongwhaPharm"
두산우,000155,기타금융,"두산1우선주, DOOSAN(1P)"
두산2우B,000157,기타금융,"두산2우선주(신형), DOOSAN(2PB)"
두산로보틱스,454910,기계·장비,"두산로보틱스보통주, Doosan Robotics"
두산밥캣,241560,기계·장비,"두산밥캣보통주, Doosan Bobcat"
두산,000150,기타금융,"두산보통주, DOOSAN"
두산에너빌리티,034020,기계·장비,"두산에너빌리티보통주, DOOSAN ENERBILITY"
두산테스나,131970,일반서비스,"두산테스나, DOOSAN TESNA"
두산퓨얼셀1우,33626K,전기·전자,"두산퓨얼셀1우선주, Doosan Fuel Cell(1P)"
두산퓨얼셀2우B,33626L,전기·전자,"두산퓨얼셀2우선주(신형), Doosan Fuel Cell(2PB)"
두산퓨얼셀,336260,전기·전자,"두산퓨얼셀보통주, Doosan Fuel Cell"
두올,016740,운송장비·부품,"두올보통주, DUAL"
듀오백,073190,기타제조,"듀오백, DUOBACK CO., LTD."
듀켐바이오,176750,제약,"듀켐바이오, DuChemBio Co, LTD"
드래곤플라이,030350,IT 서비스,"드래곤플라이, Dragonfly GF Co., Ltd."
드림시큐리티,203650,IT 서비스,"드림시큐리티, Dream Security Co.,Ltd."
드림씨아이에스,223250,일반서비스,"드림씨아이에스, DreamCIS INC."
드림어스컴퍼니,060570,오락·문화,"드림어스컴퍼니, Dreamus Company"
드림인사이트,362990,일반서비스,"드림인사이트, DREAMINSIGHT Co.,Ltd."
드림텍,192650,전기·전자,"드림텍보통주, DREAMTECH"
디모아,016670,유통,"디모아, DMOA"
디바이스,187870,기계·장비,"디바이스, DEVICE"
DB금융스팩12호,477760,금융,"디비금융제12호기업인수목적, DB Finance No.12 Special Purpose Acquisition Co., Ltd."
디비금융제13호스팩,489730,금융,"디비금융제13호기업인수목적, DB Finance No.13 Special Purpose Acquisition Co., Ltd."
디비금융제14호스팩,0004Y0,금융,"디비금융제14호기업인수목적, DB Finance No.14 Special Purpose Acquisition Co., Ltd."
디씨엠,024090,금속,"디씨엠보통주, DCMCorp."
디아이,003160,의료·정밀기기,"디아이보통주, DI"
디아이씨,092200,운송장비·부품,"디아이씨 보통주, DAE-IL Corporation"
디아이티,110990,기계·장비,"디아이티, DIT"
DRB동일,004840,화학,"디알비동일보통주, DRB Holding Co.,Ltd"
디알젬,263690,의료·정밀기기,"디알젬, DRGEM CORPORATION"
디알텍,214680,의료·정밀기기,"디알텍, DRTECH Corporation"
디앤디파마텍,347850,일반서비스,"디앤디파마텍, D&D Pharmatech Inc."
디앤디플랫폼리츠,377190,부동산,"디앤디플랫폼리츠보통주, D&D platform REIT"
디앤씨미디어,263720,오락·문화,"디앤씨미디어, D&C MEDIA CO.,LTD."
디어유,376300,IT 서비스,"디어유, DEAR U Co.,Ltd."
DSC인베스트먼트,241520,금융,"디에스씨인베스트먼트, DSC Investment Inc."
디에스케이,109740,기계·장비,"디에스케이, DSK Co.,Ltd."
디에이치엑스컴퍼니,031860,유통,"디에이치엑스컴퍼니, DHX Company"
DH오토넥스,000300,운송장비·부품,"디에이치오토넥스보통주, DHAUTONEX"
DH오토리드,290120,운송장비·부품,"디에이치오토리드, DH AUTOLEAD"
DH오토웨어,025440,전기·전자,"디에이치오토웨어, DHAUTOWARE"
디에이테크놀로지,196490,기계·장비,"디에이테크놀로지, DA Technology Co.,Ltd."
디에이피,066900,전기·전자,"디에이피, DAP Co., Ltd"
DXVX,180400,일반서비스,"디엑스앤브이엑스, Dx & Vx"
디엔에프,092070,화학,"디엔에프, DNF Co., Ltd."
DN오토모티브,007340,전기·전자,"디엔오토모티브보통주, DN AUTOMOTIVE CORPORATION"
DMS,068790,기계·장비,"디엠에스, DMS Co.,Ltd."
디오,039840,의료·정밀기기,"디오, DIO Corporation"
디와이덕양,024900,운송장비·부품,"디와이덕양보통주, DY DEOKYANG"
디와이디,219550,유통,"디와이디, DYD"
디와이,013570,기타금융,"디와이보통주, DY Corporation"
디와이씨,310870,운송장비·부품,"디와이씨, DYC"
디와이파워,210540,기계·장비,"디와이파워보통주, DY POWER Corporation"
DYP,092780,운송장비·부품,"디와이피보통주, DYP"
디와이피엔에프,104460,기계·장비,"디와이피엔에프, DYPNF CO.,LTD"
디이엔티,079810,전기·전자,"디이엔티, DE&T Co., Ltd."
디젠스,113810,운송장비·부품,"디젠스, Dgenx Co., Ltd."
디지아이,043360,전기·전자,"디지아이, Digital Graphics Incorporation"
DGI,099520,전기·전자,"디지아이티엑스, DG-ITX"
디지캡,197140,IT 서비스,"디지캡, DigiCAP"
디지털대성,068930,일반서비스,"디지털대성, Digital Daesung Co., Ltd."
디지틀조선,033130,IT 서비스,"디지틀조선일보, DigitalChosun"
DGP,060900,전기·가스·수도,"디지피, DGP"
디케이락,105740,기계·장비,"디케이락, DK-Lok Corporation"
디케이앤디,263020,화학,"디케이앤디, DK&D"
DKME,015590,기계·장비,"디케이엠이보통주, DKME"
디케이티,290550,전기·전자,"디케이티, DK Tech Co., Ltd."
디티씨,066670,전기·전자,"디티씨, DTC"
디티앤씨,187220,일반서비스,"디티앤씨, Dt&C"
디티앤씨알오,383930,일반서비스,"디티앤씨알오, DT&CRO CO., Ltd."
딜리,131180,전기·전자,"딜리, DILLI ILLUSTRATE INC.,"
딥노이드,315640,IT 서비스,"딥노이드, DEEPNOID Inc."
라닉스,317120,전기·전자,"라닉스, RANIX INC."
라메디텍,462510,의료·정밀기기,"라메디텍, LAMEDITECH Co., Ltd."
라온시큐어,042510,IT 서비스,"라온시큐어, RaonSecure Co., Ltd."
라온테크,232680,기계·장비,"라온테크, RAONTEC Inc."
라온텍,418420,전기·전자,"라온텍, RAONTECH INC."
라온피플,300120,IT 서비스,"라온피플, LaonPeople Inc."
라이온켐텍,171120,화학,"라이온켐텍, LION CHEMTECH CO., Ltd."
라이콤,388790,전기·전자,"라이콤, LiComm"
라파스,214260,화학,"라파스, Raphas Co., Ltd."
램테크놀러지,171010,화학,"램테크놀러지, RAM TECHNOLOGY CO., LTD."
랩지노믹스,084650,일반서비스,"랩지노믹스, LabGenomics. Co., Ltd."
러셀,217500,기계·장비,"러셀, RUSSELL CO., LTD."
레드캡투어,038390,일반서비스,"레드캡투어, RedcapTour Co., Ltd."
레몬,294140,화학,"레몬, LEMON COMPANY LIMITED"
레뷰코퍼레이션,443250,일반서비스,"레뷰코퍼레이션, RevuCorporation Inc"
레이,228670,의료·정밀기기,"레이, Ray Co., Ltd."
레이언스,228850,의료·정밀기기,"레이언스, RAYENCE CO., LTD."
레이저쎌,412350,기계·장비,"레이저쎌, Laserssel Co. Ltd."
레이저옵텍,199550,의료·정밀기기,"레이저옵텍, Laseroptek Co., Ltd."
레이크머티리얼즈,281740,화학,"레이크머티리얼즈, Lake Materials Co., Ltd."
레인보우로보틱스,277810,기계·장비,"레인보우로보틱스, Rainbow Robotics"
로보로보,215100,전기·전자,"로보로보, RoboRobo Co., Ltd."
로보스타,090360,기계·장비,"로보스타, Robostar Co.,Ltd."
로보티즈,108490,기계·장비,"로보티즈, ROBOTIS"
로스웰,900260,금융,"로스웰인터내셔널, Rothwell International Co., Limited"
로지시스,067730,IT 서비스,"로지시스, LOGISYS INC."
로체시스템즈,071280,기계·장비,"로체시스템즈, RORZE SYSTEMS CORPORATION"
로킷헬스케어,376900,제약,"로킷헬스케어, ROKIT HEALTHCARE Inc."
롤링스톤,214610,의료·정밀기기,"롤링스톤, RollingStone"
롯데관광개발,032350,일반서비스,"롯데관광개발 보통주, LOTTE TOUR DEVELOPMENT CO., LTD"
롯데렌탈,089860,일반서비스,"롯데렌탈보통주, LOTTE rental"
롯데리츠,330590,부동산,"롯데리츠보통주, LOTTE REIT"
롯데손해보험,000400,보험,"롯데손해보험보통주, LotteNon-LifeInsurance"
롯데쇼핑,023530,유통,"롯데쇼핑 보통주, LOTTE SHOPPING CO., LTD."
롯데에너지머티리얼즈,020150,전기·전자,"롯데에너지머티리얼즈보통주, LOTTE ENERGY MATERIALS CORPORATION"
